College Code,College Name,Branch Code,Branch Name,OC,BC,BCM,MBC,MBCDNC,MBCV,SC,SCA,ST
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,BY,BIO MEDICAL ENGINEERING (SS),195,192,193,193,,,182.5,168,
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,CE,CIVIL ENGINEERING,195,192,190,193.5,,,186,176,
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,CM,COMPUTER SCIENCE AND ENGINEERING (SS),199.5,199,198,199,,,195.5,190.5,
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,CS,COMPUTER SCIENCE AND ENGINEERING,200,199.5,198.5,199.5,,,197.5,195,191.5
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,199.5,199,197.5,198.5,,,197,196,
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,197.5,196.5,196.5,196,,,192.5,187.5,190
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,EL,Electronics Engineering (VLSI Design and Technology) (SS),197,196.5,194.5,195.5,,,191,,164
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),198.5,198.5,197.5,197.5,,,194,191.5,180.5
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,GI,GEO INFORMATICS,191,188,189,186,,,177,175,
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,IE,INDUSTRIAL ENGINEERING,190.5,186,186,185,,,176.5,163.5,167
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,IM,INFORMATION TECHNOLOGY (SS),198.5,198,197.5,197.5,,,193.5,191,193
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,MA,MATERIAL SCIENCE AND ENGINEERING (SS),189.5,186,189,185,,,175,157.5,
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,ME,MECHANICAL ENGINEERING,194.5,192.5,193.5,192.5,,,187,182.5,184.5
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,MI,MINING ENGINEERING,191.5,186.5,186,189.5,,,181,164.5,
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,MN,MANUFACTURING ENGINEERING,188.585,184,186.5,184.5,,,175,164,168.5
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,PT,PRINTING & PACKING TECHNOLOGY,184.5,176.5,166.5,173,,,167,149,167.5
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,XC,CIVIL ENGINEERING (TAMIL MEDIUM),188.405,179,181,181.5,,,167,156.5,
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),187.5,179.5,186,179,,,163.5,,158.5
2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,AP,APPAREL TECHNOLOGY (SS),171.5,164,158.5,157.5,,,152.5,,152.5
2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,CH,CHEMICAL ENGINEERING,192.5,190.5,190,189.5,,,181.5,180.5,159
2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,CL,CHEMICAL ENGINEERING (SS),190,187,189.5,186,,,177,164.5,148.5
2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,CR,CERAMIC TECHNOLOGY (SS),175,166.5,155.5,168,,,149.5,130.5,175.5
2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,FS,FOOD TECHNOLOGY (SS),184.5,180,182,180,,,171.5,,
2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,IB,INDUSTRIAL BIO TECHNOLOGY,192,188,190.5,189,,,174,167.5,
2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,IS,INDUSTRIAL BIO TECHNOLOGY (SS),190.5,187,189.5,182,,,179.5,161.5,
2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,LE,LEATHER TECHNOLOGY,171,162,156.5,158.5,,,157.5,119,
2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,PM,PHARMACEUTICAL TECHNOLOGY (SS),185,176,179,179,,,164.5,134,
2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,PP,PETROLEUM ENGINEERING AND TECHNOLOGY (SS),185.5,178,178.5,179.5,,,174.5,162,164
2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,TX,TEXTILE TECHNOLOGY,175.5,164,154.5,160.5,,,164,119,
3,School of Architecture and Planning Anna University Chennai 600025,BP,B.Plan,187,179,178,179,,,167,165.385,
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,AE,AERONAUTICAL ENGINEERING,196,193.5,190.5,194,,,191.5,175.5,168
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,AT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (SS),198,197.5,196,197,,,193.5,188,
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,AU,AUTOMOBILE ENGINEERING,191.5,189,189,187.5,,,179.5,164,
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,CM,COMPUTER SCIENCE AND ENGINEERING (SS),198,197.5,197,197,,,193,190.5,186.5
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,CS,COMPUTER SCIENCE AND ENGINEERING,199,198.5,198,197.5,,,195.5,190,194
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,198,197.5,197,197,,,193.5,191,193.5
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,196,195,194.5,194.5,,,187.5,,163
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),197.5,197,196.5,196.5,,,192,190,182.5
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,IM,INFORMATION TECHNOLOGY (SS),197.245,196.5,197,196.5,,,191.5,185.5,188.5
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,PR,PRODUCTION ENGINEERING,188.5,183.5,186,183,,,178.5,167,
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,RA,ROBOTICS AND AUTOMATION (SS),195.5,194.5,195.5,193.5,,,187,183,
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,RP,RUBBER AND PLASTIC TECHNOLOGY,181.33,173.5,172.5,171.5,,,165,146,
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),171,148.5,167,155.5,,,149.5,146,143
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,CE,CIVIL ENGINEERING,142.5,***,89,87,,,120,,112
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,CF,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),163.5,142.5,146,149.5,,,150.5,144.5,
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,CH,CHEMICAL ENGINEERING,154,***,115.5,***,,,122,***,132
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,CS,COMPUTER SCIENCE AND ENGINEERING,174,155.5,144,153.5,,,157,115.5,156
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,CZ,CIVIL AND STRUCTUTURAL ENGINEERING,127,***,,***,,,95,,
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,167,151,141,148,,,142.5,,129.5
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,148.5,95,119,125,,,120.5,***,
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,138.5,***,86.5,113.5,,,111,***,
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,IT,INFORMATION TECHNOLOGY,164.5,144,146,151,,,144,146,147
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,ME,MECHANICAL ENGINEERING,134.5,***,***,91,,,104,,
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,MM,MECHANICAL ENGINEERING (MANUFACTURING),122.5,***,***,***,,,96,,
1013,University College of Engineering Villupuram Kakuppam Villupuram District 605103,CS,COMPUTER SCIENCE AND ENGINEERING,181.5,165.5,166.5,168.5,,,153,125.5,149.5
1013,University College of Engineering Villupuram Kakuppam Villupuram District 605103,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,168,151.5,149.5,151,,,131,137,99.5
1013,University College of Engineering Villupuram Kakuppam Villupuram District 605103,IT,INFORMATION TECHNOLOGY,172.5,155.5,153,157.815,,,147.5,149,
1013,University College of Engineering Villupuram Kakuppam Villupuram District 605103,ME,MECHANICAL ENGINEERING,137.5,***,122.5,99,,,103,,
1013,University College of Engineering Villupuram Kakuppam Villupuram District 605103,XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),100.5,,,***,,,***,,
1014,University College of Engineering Tindivanam Melpakkam Tindivanam Villupuram District 604001,CE,CIVIL ENGINEERING,126.5,***,,90,,,106,***,
1014,University College of Engineering Tindivanam Melpakkam Tindivanam Villupuram District 604001,CS,COMPUTER SCIENCE AND ENGINEERING,172.5,157.5,161.5,159,,,146.5,97,
1014,University College of Engineering Tindivanam Melpakkam Tindivanam Villupuram District 604001,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,164,142.5,154,147,,,126,128,
1014,University College of Engineering Tindivanam Melpakkam Tindivanam Villupuram District 604001,IT,INFORMATION TECHNOLOGY,171,152.5,144,155.5,,,129,107.5,121
1014,University College of Engineering Tindivanam Melpakkam Tindivanam Villupuram District 604001,XC,CIVIL ENGINEERING (TAMIL MEDIUM),142.5,***,,84,,,***,129.5,
1015,University College of Engineering Arni Arni to Devikapuram Road Thatchur Arni Thiruvannamalai District 632326,CS,COMPUTER SCIENCE AND ENGINEERING,170,159.5,145,159,,,129,132.5,
1015,University College of Engineering Arni Arni to Devikapuram Road Thatchur Arni Thiruvannamalai District 632326,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,158,143,106.5,147.5,,,125.5,***,
1015,University College of Engineering Arni Arni to Devikapuram Road Thatchur Arni Thiruvannamalai District 632326,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,144.5,133.5,***,120,,,***,,
1015,University College of Engineering Arni Arni to Devikapuram Road Thatchur Arni Thiruvannamalai District 632326,ME,MECHANICAL ENGINEERING,139,114.5,,95,,,***,,
1015,University College of Engineering Arni Arni to Devikapuram Road Thatchur Arni Thiruvannamalai District 632326,XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),***,,,,,,,,
1026,University College of Engineering Kancheepuram Ponnerikarai Campus NH4 Chennai-Bangalore Highway Karaipettai Village & Post Kancheepuram District 631552,CS,COMPUTER SCIENCE AND ENGINEERING,178.5,166,167,173,,,160.5,127.5,132
1026,University College of Engineering Kancheepuram Ponnerikarai Campus NH4 Chennai-Bangalore Highway Karaipettai Village & Post Kancheepuram District 631552,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,169.5,157,161,157.5,,,131.5,97.5,
1026,University College of Engineering Kancheepuram Ponnerikarai Campus NH4 Chennai-Bangalore Highway Karaipettai Village & Post Kancheepuram District 631552,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,156,139.5,149,142,,,125,117,
1026,University College of Engineering Kancheepuram Ponnerikarai Campus NH4 Chennai-Bangalore Highway Karaipettai Village & Post Kancheepuram District 631552,ME,MECHANICAL ENGINEERING,139,121.5,,103,,,113.5,,
1101,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",AD,Artificial Intelligence and Data Science,152.5,***,150.5,***,,,125,,
1101,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),147.5,100.5,145.5,120,,,***,,
1101,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,134.5,***,134.5,***,,,,,
1101,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",CS,COMPUTER SCIENCE AND ENGINEERING,148,***,145,96.5,,,***,,
1101,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,138,***,137,***,,,,,
1101,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,119.5,***,,,,,,,
1101,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",IT,INFORMATION TECHNOLOGY,142.5,***,137.5,***,,,***,,
1101,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",ME,MECHANICAL ENGINEERING,105.5,,,,,,,,
1101,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",SC,Computer Science and Engineering (Cyber Security),137.5,***,136,***,,,***,,
1102,"Bhajarang Engineering College, Ayathur Village, Veppampattu (R.S), Thiruvallur dist-602024.",CE,CIVIL ENGINEERING,,,,,,,,,
1102,"Bhajarang Engineering College, Ayathur Village, Veppampattu (R.S), Thiruvallur dist-602024.",CS,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,,,
1102,"Bhajarang Engineering College, Ayathur Village, Veppampattu (R.S), Thiruvallur dist-602024.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,***,,,,,,,,
1102,"Bhajarang Engineering College, Ayathur Village, Veppampattu (R.S), Thiruvallur dist-602024.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,,,,,
1102,"Bhajarang Engineering College, Ayathur Village, Veppampattu (R.S), Thiruvallur dist-602024.",ME,MECHANICAL ENGINEERING,,,,,,,,,
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",AE,AERONAUTICAL ENGINEERING,123.5,***,,,,,93,,
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),138.5,105,,103.5,,,106,,
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,108.5,,,***,,,95.5,,
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",CE,CIVIL ENGINEERING,,,,,,,,,
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",CO,COMPUTER AND COMMUNICATION ENGINEERING,***,,,,,,,,
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",CS,COMPUTER SCIENCE AND ENGINEERING,130,104.5,***,114,,,***,94.5,
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,133.5,103,,***,,,93.5,,
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,***,,,,,,,,
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,101.5,,,,,,***,,
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",IT,INFORMATION TECHNOLOGY,121.5,***,***,***,,,***,101,
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",ME,MECHANICAL ENGINEERING,85.5,,,,,,,,
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",RM,ROBOTICS AND AUTOMATION,***,,,,,,,,
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",TX,TEXTILE TECHNOLOGY,***,,,,,,,,
1107,"Jaya Institute of Technology, Kanchipadi, Thiruvallur-Thiruthani NH Road, Thiruvallur Taluk & District-631204.",CS,COMPUTER SCIENCE AND ENGINEERING,85.5,,,,,,***,,
1107,"Jaya Institute of Technology, Kanchipadi, Thiruvallur-Thiruthani NH Road, Thiruvallur Taluk & District-631204.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,***,,,,,,,,
1107,"Jaya Institute of Technology, Kanchipadi, Thiruvallur-Thiruthani NH Road, Thiruvallur Taluk & District-631204.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,,,,,
1107,"Jaya Institute of Technology, Kanchipadi, Thiruvallur-Thiruthani NH Road, Thiruvallur Taluk & District-631204.",FD,FOOD TECHNOLOGY,***,,,,,,,,
1107,"Jaya Institute of Technology, Kanchipadi, Thiruvallur-Thiruthani NH Road, Thiruvallur Taluk & District-631204.",ME,MECHANICAL ENGINEERING,,,,,,,,,
1110,"Prathyusha Engineering College (Autonomous), Poonamallee-Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",AD,Artificial Intelligence and Data Science,144.5,132.5,115,130,,,***,,
1110,"Prathyusha Engineering College (Autonomous), Poonamallee-Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),138,124.5,102,115.5,,,***,,
1110,"Prathyusha Engineering College (Autonomous), Poonamallee-Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",BT,BIO TECHNOLOGY,***,,,,,,,,
1110,"Prathyusha Engineering College (Autonomous), Poonamallee-Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,143,118,,126,,,***,,
1110,"Prathyusha Engineering College (Autonomous), Poonamallee-Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",CS,COMPUTER SCIENCE AND ENGINEERING,152,136,***,134.5,,,103,,
1110,"Prathyusha Engineering College (Autonomous), Poonamallee-Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,146,125.5,***,129,,,***,82.5,
1110,"Prathyusha Engineering College (Autonomous), Poonamallee-Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,93.5,***,,***,,,,,
1110,"Prathyusha Engineering College (Autonomous), Poonamallee-Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",IT,INFORMATION TECHNOLOGY,144.5,137,,137.5,,,111,,
1110,"Prathyusha Engineering College (Autonomous), Poonamallee-Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",ME,MECHANICAL ENGINEERING,90.5,,,,,,,,
1110,"Prathyusha Engineering College (Autonomous), Poonamallee-Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",SC,Computer Science and Engineering (Cyber Security),141,127,***,118,,,***,,
1112,"R.M.D. Engineering College (Autonomous), R.S.M. Nagar, Gummidipoondi Taluk, Kavaraipettai, Thiruvallur-601206.",AL,Artificial Intelligence and Machine Learning,177,172.5,171.5,167,,,140,,132
1112,"R.M.D. Engineering College (Autonomous), R.S.M. Nagar, Gummidipoondi Taluk, Kavaraipettai, Thiruvallur-601206.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,175.5,173,,165.275,,,137.5,,
1112,"R.M.D. Engineering College (Autonomous), R.S.M. Nagar, Gummidipoondi Taluk, Kavaraipettai, Thiruvallur-601206.",CS,COMPUTER SCIENCE AND ENGINEERING,181,176.5,167.5,174,,,150,***,
1112,"R.M.D. Engineering College (Autonomous), R.S.M. Nagar, Gummidipoondi Taluk, Kavaraipettai, Thiruvallur-601206.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,177,174,162.5,167.5,,,143,111.5,
1112,"R.M.D. Engineering College (Autonomous), R.S.M. Nagar, Gummidipoondi Taluk, Kavaraipettai, Thiruvallur-601206.",IT,INFORMATION TECHNOLOGY,177.5,173,166.5,170,,,139,113,
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",AD,Artificial Intelligence and Data Science,185.5,181.5,171,180,,,152.5,130.5,
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,182.5,179.5,168.5,175,,,157,119.5,
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",CD,COMPUTER SCIENCE AND DESIGN,178,175,,174,,,139,,
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",CE,CIVIL ENGINEERING,159.5,151.5,118,144.5,,,141,,
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",CS,COMPUTER SCIENCE AND ENGINEERING,188,184,177.5,183,,,167.5,129,
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",EA,Electronics and Communication (Advanced Communication Technology),180.5,176,174.5,170.5,,,145.5,98,
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,184.5,181.5,176,175.5,,,162,***,139
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,179.5,171,173.5,170.5,,,140.5,,
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",EV,Electronics Engineering (VLSI Design and Technology),177,171,166,170,,,139.5,,
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",IT,INFORMATION TECHNOLOGY,184.5,182,177,177.5,,,163.5,***,106
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",ME,MECHANICAL ENGINEERING,172,163,145.5,166,,,142,,
1114,"S.A. Engineering College (Autonomous), Poonamallee- Avadi Road, Thiruverkadu Post, Tiruvallur, Chennai-600077.",AD,Artificial Intelligence and Data Science,161,148.5,145.5,150.5,,,123.5,,
1114,"S.A. Engineering College (Autonomous), Poonamallee- Avadi Road, Thiruverkadu Post, Tiruvallur, Chennai-600077.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),156,144.5,,145.5,,,118.5,,
1114,"S.A. Engineering College (Autonomous), Poonamallee- Avadi Road, Thiruverkadu Post, Tiruvallur, Chennai-600077.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,150.5,143,134,142.5,,,125,,
1114,"S.A. Engineering College (Autonomous), Poonamallee- Avadi Road, Thiruverkadu Post, Tiruvallur, Chennai-600077.",CE,CIVIL ENGINEERING,130,***,,***,,,***,,
1114,"S.A. Engineering College (Autonomous), Poonamallee- Avadi Road, Thiruverkadu Post, Tiruvallur, Chennai-600077.",CS,COMPUTER SCIENCE AND ENGINEERING,160,150.5,140.5,148.5,,,122.5,,
1114,"S.A. Engineering College (Autonomous), Poonamallee- Avadi Road, Thiruverkadu Post, Tiruvallur, Chennai-600077.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,154,144,145.5,142.5,,,113.5,,
1114,"S.A. Engineering College (Autonomous), Poonamallee- Avadi Road, Thiruverkadu Post, Tiruvallur, Chennai-600077.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,136.5,85.5,,***,,,***,,
1114,"S.A. Engineering College (Autonomous), Poonamallee- Avadi Road, Thiruverkadu Post, Tiruvallur, Chennai-600077.",EV,Electronics Engineering (VLSI Design and Technology),140,113,138,120,,,***,,
1114,"S.A. Engineering College (Autonomous), Poonamallee- Avadi Road, Thiruverkadu Post, Tiruvallur, Chennai-600077.",IT,INFORMATION TECHNOLOGY,156.5,145,136,144.5,,,122,,
1114,"S.A. Engineering College (Autonomous), Poonamallee- Avadi Road, Thiruverkadu Post, Tiruvallur, Chennai-600077.",ME,MECHANICAL ENGINEERING,122,***,,***,,,***,,
1114,"S.A. Engineering College (Autonomous), Poonamallee- Avadi Road, Thiruverkadu Post, Tiruvallur, Chennai-600077.",SC,Computer Science and Engineering (Cyber Security),154,145.5,137,146,,,116.5,154,
1115,"SriRam Engineering College, Perumalpattu, Veppampattu R.S., Tiruvallur District, Chennai-602024.",AD,Artificial Intelligence and Data Science,120,***,,***,,,***,,
1115,"SriRam Engineering College, Perumalpattu, Veppampattu R.S., Tiruvallur District, Chennai-602024.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),101,,,,,,,,
1115,"SriRam Engineering College, Perumalpattu, Veppampattu R.S., Tiruvallur District, Chennai-602024.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,,,,,,,,,
1115,"SriRam Engineering College, Perumalpattu, Veppampattu R.S., Tiruvallur District, Chennai-602024.",CS,COMPUTER SCIENCE AND ENGINEERING,126,***,,***,,,***,,
1115,"SriRam Engineering College, Perumalpattu, Veppampattu R.S., Tiruvallur District, Chennai-602024.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,***,,,,,,,,
1115,"SriRam Engineering College, Perumalpattu, Veppampattu R.S., Tiruvallur District, Chennai-602024.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,***,,,,,,,,
