College Code,College Name,Branch Code,Branch Name,OC,BC,BCM,MBC,MBCDNC,MBCV,SC,SCA,ST
2640,"Jayalakshmi Institute of Technology, Thoppur, Dharmapuri District-636352.",AD,Artificial Intelligence and Data Science,120,***,***,91.5,,,***,,
2640,"Jayalakshmi Institute of Technology, Thoppur, Dharmapuri District-636352.",AG,AGRICULTURAL ENGINEERING,***,,,,,,,,
2640,"Jayalakshmi Institute of Technology, Thoppur, Dharmapuri District-636352.",CE,CIVIL ENGINEERING,***,,,,,,,,
2640,"Jayalakshmi Institute of Technology, Thoppur, Dharmapuri District-636352.",CS,COMPUTER SCIENCE AND ENGINEERING,108,***,,***,,,***,***,***
2640,"Jayalakshmi Institute of Technology, Thoppur, Dharmapuri District-636352.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,115.5,***,,***,,,***,,
2640,"Jayalakshmi Institute of Technology, Thoppur, Dharmapuri District-636352.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,***,,,,,,,,
2640,"Jayalakshmi Institute of Technology, Thoppur, Dharmapuri District-636352.",IT,INFORMATION TECHNOLOGY,129,***,,86,,,***,,
2640,"Jayalakshmi Institute of Technology, Thoppur, Dharmapuri District-636352.",ME,MECHANICAL ENGINEERING,***,,,,,,,,
2641,"Varuvan Vadivelan Institute of Technology, NH 7, Krishnagiri Main Road, Gundalapatty, Dharmapuri-636703.",AD,Artificial Intelligence and Data Science,120,***,,97,,,,,
2641,"Varuvan Vadivelan Institute of Technology, NH 7, Krishnagiri Main Road, Gundalapatty, Dharmapuri-636703.",CE,CIVIL ENGINEERING,***,,,,,,,,
2641,"Varuvan Vadivelan Institute of Technology, NH 7, Krishnagiri Main Road, Gundalapatty, Dharmapuri-636703.",CS,COMPUTER SCIENCE AND ENGINEERING,93,,,***,,,,,
2641,"Varuvan Vadivelan Institute of Technology, NH 7, Krishnagiri Main Road, Gundalapatty, Dharmapuri-636703.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,***,,,,,,,,
2641,"Varuvan Vadivelan Institute of Technology, NH 7, Krishnagiri Main Road, Gundalapatty, Dharmapuri-636703.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,***,,,,,,,,
2641,"Varuvan Vadivelan Institute of Technology, NH 7, Krishnagiri Main Road, Gundalapatty, Dharmapuri-636703.",IT,INFORMATION TECHNOLOGY,***,,,,,,,,
2641,"Varuvan Vadivelan Institute of Technology, NH 7, Krishnagiri Main Road, Gundalapatty, Dharmapuri-636703.",ME,MECHANICAL ENGINEERING,***,,,,,,,,
2642,"P.S.V.College of Engineering and Technology, Mittapalli, Balinayanapalli Post, Krishnagiri-635108.",AD,Artificial Intelligence and Data Science,159.5,124.5,,146.5,,,127,,
2642,"P.S.V.College of Engineering and Technology, Mittapalli, Balinayanapalli Post, Krishnagiri-635108.",BM,BIO MEDICAL ENGINEERING,102.5,***,,***,,,***,,
2642,"P.S.V.College of Engineering and Technology, Mittapalli, Balinayanapalli Post, Krishnagiri-635108.",CE,CIVIL ENGINEERING,104,***,,***,,,***,,
2642,"P.S.V.College of Engineering and Technology, Mittapalli, Balinayanapalli Post, Krishnagiri-635108.",CS,COMPUTER SCIENCE AND ENGINEERING,139.5,105.5,***,117,,,108.5,***,
2642,"P.S.V.College of Engineering and Technology, Mittapalli, Balinayanapalli Post, Krishnagiri-635108.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,135,***,114.5,109.5,,,106,,
2642,"P.S.V.College of Engineering and Technology, Mittapalli, Balinayanapalli Post, Krishnagiri-635108.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,109.5,***,,83.5,,,***,,
2642,"P.S.V.College of Engineering and Technology, Mittapalli, Balinayanapalli Post, Krishnagiri-635108.",IT,INFORMATION TECHNOLOGY,137,81,128.5,110,,,112,,
2642,"P.S.V.College of Engineering and Technology, Mittapalli, Balinayanapalli Post, Krishnagiri-635108.",ME,MECHANICAL ENGINEERING,97,***,,***,,,***,,
2642,"P.S.V.College of Engineering and Technology, Mittapalli, Balinayanapalli Post, Krishnagiri-635108.",SC,Computer Science and Engineering (Cyber Security),123.5,***,120,108,,,99.5,***,
2643,"Bharathiyar Institute of Engineering for Women, 43/3, Deviyakurichi, Attur Taluk,Salem District-636112.",AD,Artificial Intelligence and Data Science,137.5,***,***,104,,,***,***,***
2643,"Bharathiyar Institute of Engineering for Women, 43/3, Deviyakurichi, Attur Taluk,Salem District-636112.",CS,COMPUTER SCIENCE AND ENGINEERING,139,***,103,90,,,***,106,122
2643,"Bharathiyar Institute of Engineering for Women, 43/3, Deviyakurichi, Attur Taluk,Salem District-636112.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,116,***,***,89.5,,,***,101,
2643,"Bharathiyar Institute of Engineering for Women, 43/3, Deviyakurichi, Attur Taluk,Salem District-636112.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,89,***,,***,,,***,,
2643,"Bharathiyar Institute of Engineering for Women, 43/3, Deviyakurichi, Attur Taluk,Salem District-636112.",SC,Computer Science and Engineering (Cyber Security),108.5,***,***,***,,,***,***,
2646,"Tagore Institute of Engineering and Technology, Salem-Chennai Bye Pass Road, Deviyakurichi (Po), Attur (Tk), Salem (Dt)-636112.",AD,Artificial Intelligence and Data Science,117.5,***,***,***,,,***,,
2646,"Tagore Institute of Engineering and Technology, Salem-Chennai Bye Pass Road, Deviyakurichi (Po), Attur (Tk), Salem (Dt)-636112.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),101,***,,***,,,,,
2646,"Tagore Institute of Engineering and Technology, Salem-Chennai Bye Pass Road, Deviyakurichi (Po), Attur (Tk), Salem (Dt)-636112.",CE,CIVIL ENGINEERING,***,,,,,,,,
2646,"Tagore Institute of Engineering and Technology, Salem-Chennai Bye Pass Road, Deviyakurichi (Po), Attur (Tk), Salem (Dt)-636112.",CS,COMPUTER SCIENCE AND ENGINEERING,114,***,94.5,***,,,***,,
2646,"Tagore Institute of Engineering and Technology, Salem-Chennai Bye Pass Road, Deviyakurichi (Po), Attur (Tk), Salem (Dt)-636112.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,104,***,***,***,,,,,
2646,"Tagore Institute of Engineering and Technology, Salem-Chennai Bye Pass Road, Deviyakurichi (Po), Attur (Tk), Salem (Dt)-636112.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,96,***,,***,,,,,
2646,"Tagore Institute of Engineering and Technology, Salem-Chennai Bye Pass Road, Deviyakurichi (Po), Attur (Tk), Salem (Dt)-636112.",ME,MECHANICAL ENGINEERING,***,,,,,,,,
2647,"J.K.K.Nataraja College of Engineering and Technology, Sf No. 147/1,2,4 Komarapalayam Amani, Thattankuttai Panchayat, Tiruchengode, Namakkal-638183.",CS,COMPUTER SCIENCE AND ENGINEERING,122,***,,***,,,***,***,
2647,"J.K.K.Nataraja College of Engineering and Technology, Sf No. 147/1,2,4 Komarapalayam Amani, Thattankuttai Panchayat, Tiruchengode, Namakkal-638183.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,101,***,,***,,,,***,
2647,"J.K.K.Nataraja College of Engineering and Technology, Sf No. 147/1,2,4 Komarapalayam Amani, Thattankuttai Panchayat, Tiruchengode, Namakkal-638183.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,***,,,,,,,,
2647,"J.K.K.Nataraja College of Engineering and Technology, Sf No. 147/1,2,4 Komarapalayam Amani, Thattankuttai Panchayat, Tiruchengode, Namakkal-638183.",IT,INFORMATION TECHNOLOGY,113,***,,***,,,***,84,
2647,"J.K.K.Nataraja College of Engineering and Technology, Sf No. 147/1,2,4 Komarapalayam Amani, Thattankuttai Panchayat, Tiruchengode, Namakkal-638183.",ME,MECHANICAL ENGINEERING,***,,,,,,,,
2648,"Annapoorana Engineering College (Autonomous), Sankari Main Road (NH-47), Periyaseeragapadi, Salem-636308.",AD,Artificial Intelligence and Data Science,149,106,***,122.5,,,132.5,135,
2648,"Annapoorana Engineering College (Autonomous), Sankari Main Road (NH-47), Periyaseeragapadi, Salem-636308.",AU,AUTOMOBILE ENGINEERING,83,,,***,,,***,,
2648,"Annapoorana Engineering College (Autonomous), Sankari Main Road (NH-47), Periyaseeragapadi, Salem-636308.",BM,BIO MEDICAL ENGINEERING,115,***,***,***,,,99.5,112.5,
2648,"Annapoorana Engineering College (Autonomous), Sankari Main Road (NH-47), Periyaseeragapadi, Salem-636308.",CE,CIVIL ENGINEERING,82.5,,,,,,,,
2648,"Annapoorana Engineering College (Autonomous), Sankari Main Road (NH-47), Periyaseeragapadi, Salem-636308.",CS,COMPUTER SCIENCE AND ENGINEERING,143.5,***,,123.5,,,132.5,136.5,
2648,"Annapoorana Engineering College (Autonomous), Sankari Main Road (NH-47), Periyaseeragapadi, Salem-636308.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,125,***,112,104,,,107,115.5,
2648,"Annapoorana Engineering College (Autonomous), Sankari Main Road (NH-47), Periyaseeragapadi, Salem-636308.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,112.5,***,,94,,,84.5,108,
2648,"Annapoorana Engineering College (Autonomous), Sankari Main Road (NH-47), Periyaseeragapadi, Salem-636308.",IT,INFORMATION TECHNOLOGY,128.5,***,80.5,116,,,111,116,
2648,"Annapoorana Engineering College (Autonomous), Sankari Main Road (NH-47), Periyaseeragapadi, Salem-636308.",ME,MECHANICAL ENGINEERING,96,***,,***,,,***,,
2650,"Christ The King Engineering College, Cecilia Gardens, Chikkarampalayam Village, Karamadai, Coimbatore-641104.",AD,Artificial Intelligence and Data Science,123.5,***,,***,,,***,***,
2650,"Christ The King Engineering College, Cecilia Gardens, Chikkarampalayam Village, Karamadai, Coimbatore-641104.",CS,COMPUTER SCIENCE AND ENGINEERING,113.5,***,***,***,,,***,,89
2650,"Christ The King Engineering College, Cecilia Gardens, Chikkarampalayam Village, Karamadai, Coimbatore-641104.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,98,,,***,,,,,80.5
2650,"Christ The King Engineering College, Cecilia Gardens, Chikkarampalayam Village, Karamadai, Coimbatore-641104.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,,,,,
2650,"Christ The King Engineering College, Cecilia Gardens, Chikkarampalayam Village, Karamadai, Coimbatore-641104.",IT,INFORMATION TECHNOLOGY,116.5,***,,***,,,***,,
2650,"Christ The King Engineering College, Cecilia Gardens, Chikkarampalayam Village, Karamadai, Coimbatore-641104.",ME,MECHANICAL ENGINEERING,***,,,,,,,,
2651,"Jai Shriram Engineering College , Dharapuram Road, Tirupur-638660.",AD,Artificial Intelligence and Data Science,146,133.5,97,94.5,,,***,123.5,
2651,"Jai Shriram Engineering College , Dharapuram Road, Tirupur-638660.",CE,CIVIL ENGINEERING,112,***,,***,,,,,
2651,"Jai Shriram Engineering College , Dharapuram Road, Tirupur-638660.",CS,COMPUTER SCIENCE AND ENGINEERING,135,109,,114.5,,,***,123,
2651,"Jai Shriram Engineering College , Dharapuram Road, Tirupur-638660.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,132,116.5,,***,,,***,101,
2651,"Jai Shriram Engineering College , Dharapuram Road, Tirupur-638660.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,106.5,***,,***,,,***,,
2651,"Jai Shriram Engineering College , Dharapuram Road, Tirupur-638660.",FT,FASHION TECHNOLOGY,113.5,84,104.5,***,,,***,***,
2651,"Jai Shriram Engineering College , Dharapuram Road, Tirupur-638660.",IT,INFORMATION TECHNOLOGY,127.5,114,,100,,,***,119.5,
2651,"Jai Shriram Engineering College , Dharapuram Road, Tirupur-638660.",ME,MECHANICAL ENGINEERING,109,93,,***,,,***,101.5,
2652,"AL-Ameen Engineering College (Autonomous), Karundevanpalayam, Nanjai Uthukkuli Post, Erode District-638104.",AD,Artificial Intelligence and Data Science,124.5,93.5,123,***,,,***,104.5,
2652,"AL-Ameen Engineering College (Autonomous), Karundevanpalayam, Nanjai Uthukkuli Post, Erode District-638104.",CS,COMPUTER SCIENCE AND ENGINEERING,103.5,,101,***,,,,,
2652,"AL-Ameen Engineering College (Autonomous), Karundevanpalayam, Nanjai Uthukkuli Post, Erode District-638104.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,103.5,,96.5,,,,,,
2652,"AL-Ameen Engineering College (Autonomous), Karundevanpalayam, Nanjai Uthukkuli Post, Erode District-638104.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,***,,,,,,,,
2652,"AL-Ameen Engineering College (Autonomous), Karundevanpalayam, Nanjai Uthukkuli Post, Erode District-638104.",IT,INFORMATION TECHNOLOGY,113.5,***,107,***,,,***,108.5,
2652,"AL-Ameen Engineering College (Autonomous), Karundevanpalayam, Nanjai Uthukkuli Post, Erode District-638104.",ME,MECHANICAL ENGINEERING,***,,,,,,,,
2653,"Knowledge Institute of Technology (Autonomous), KIOT Campus, Kakapalayam (PO), Salem-637504.",AD,Artificial Intelligence and Data Science,163.5,150.5,143.5,147,,,***,102,109.5
2653,"Knowledge Institute of Technology (Autonomous), KIOT Campus, Kakapalayam (PO), Salem-637504.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,157.5,147.5,142,143,,,***,,
2653,"Knowledge Institute of Technology (Autonomous), KIOT Campus, Kakapalayam (PO), Salem-637504.",CE,CIVIL ENGINEERING,134.5,101.5,,130,,,95,,
2653,"Knowledge Institute of Technology (Autonomous), KIOT Campus, Kakapalayam (PO), Salem-637504.",CS,COMPUTER SCIENCE AND ENGINEERING,170,159,131.5,154.5,,,***,***,165.5
2653,"Knowledge Institute of Technology (Autonomous), KIOT Campus, Kakapalayam (PO), Salem-637504.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,163,151,133,150,,,***,,***
2653,"Knowledge Institute of Technology (Autonomous), KIOT Campus, Kakapalayam (PO), Salem-637504.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,153.5,146.5,132,143.5,,,***,151.5,
2653,"Knowledge Institute of Technology (Autonomous), KIOT Campus, Kakapalayam (PO), Salem-637504.",IT,INFORMATION TECHNOLOGY,160.5,149,128.5,149,,,***,***,129
2653,"Knowledge Institute of Technology (Autonomous), KIOT Campus, Kakapalayam (PO), Salem-637504.",ME,MECHANICAL ENGINEERING,136,112,***,110.5,,,***,110,
2656,"Builders Engineering College (Autonomous), EBET Knowledge Park, Erode Road Nathakadaiyur, Kangeyam, Tiruppur-638108.",AD,Artificial Intelligence and Data Science,170.5,143,104,137.5,,,140.5,,
2656,"Builders Engineering College (Autonomous), EBET Knowledge Park, Erode Road Nathakadaiyur, Kangeyam, Tiruppur-638108.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),153,135.5,,122.5,,,95,120,
2656,"Builders Engineering College (Autonomous), EBET Knowledge Park, Erode Road Nathakadaiyur, Kangeyam, Tiruppur-638108.",CE,CIVIL ENGINEERING,137,111,,123.5,,,107,126.5,89.5
2656,"Builders Engineering College (Autonomous), EBET Knowledge Park, Erode Road Nathakadaiyur, Kangeyam, Tiruppur-638108.",CS,COMPUTER SCIENCE AND ENGINEERING,174.5,142,,142.5,,,101.5,155.5,
2656,"Builders Engineering College (Autonomous), EBET Knowledge Park, Erode Road Nathakadaiyur, Kangeyam, Tiruppur-638108.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,161.5,136.5,138,141.5,,,101,126,
2656,"Builders Engineering College (Autonomous), EBET Knowledge Park, Erode Road Nathakadaiyur, Kangeyam, Tiruppur-638108.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,144.5,133,132.5,128,,,124.5,140.5,
2656,"Builders Engineering College (Autonomous), EBET Knowledge Park, Erode Road Nathakadaiyur, Kangeyam, Tiruppur-638108.",ME,MECHANICAL ENGINEERING,132.5,113.5,127,119,,,104,114.5,
2658,"V S A Group of Institutions, NH-47 Main Road, Uthamasolapuram Post, Salem-636010.",BM,BIO MEDICAL ENGINEERING,82,,,,,,,,
2658,"V S A Group of Institutions, NH-47 Main Road, Uthamasolapuram Post, Salem-636010.",CE,CIVIL ENGINEERING,,,,,,,,,
2658,"V S A Group of Institutions, NH-47 Main Road, Uthamasolapuram Post, Salem-636010.",CS,COMPUTER SCIENCE AND ENGINEERING,90.5,,,,,,,87,
2658,"V S A Group of Institutions, NH-47 Main Road, Uthamasolapuram Post, Salem-636010.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,***,,,,,,,,
2658,"V S A Group of Institutions, NH-47 Main Road, Uthamasolapuram Post, Salem-636010.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,***,,,,,,,,
2658,"V S A Group of Institutions, NH-47 Main Road, Uthamasolapuram Post, Salem-636010.",IT,INFORMATION TECHNOLOGY,102.5,,93.5,***,,,***,100,
2658,"V S A Group of Institutions, NH-47 Main Road, Uthamasolapuram Post, Salem-636010.",ME,MECHANICAL ENGINEERING,,,,,,,,,
2659,"Salem College of Engineering and Technology, NH-68 Salem-Attur Main Road, Mettupatty Perumapalayam, Salem-636111.",AD,Artificial Intelligence and Data Science,136,,,***,,,124,,
2659,"Salem College of Engineering and Technology, NH-68 Salem-Attur Main Road, Mettupatty Perumapalayam, Salem-636111.",BM,BIO MEDICAL ENGINEERING,128.5,***,89,82.5,,,96.5,119,
2659,"Salem College of Engineering and Technology, NH-68 Salem-Attur Main Road, Mettupatty Perumapalayam, Salem-636111.",BT,BIO TECHNOLOGY,117.5,,,***,,,116.5,100.5,
2659,"Salem College of Engineering and Technology, NH-68 Salem-Attur Main Road, Mettupatty Perumapalayam, Salem-636111.",CE,CIVIL ENGINEERING,,,,,,,,,
2659,"Salem College of Engineering and Technology, NH-68 Salem-Attur Main Road, Mettupatty Perumapalayam, Salem-636111.",CS,COMPUTER SCIENCE AND ENGINEERING,125.5,***,98,98.5,,,***,112,116.5
2659,"Salem College of Engineering and Technology, NH-68 Salem-Attur Main Road, Mettupatty Perumapalayam, Salem-636111.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,114.5,***,,90.5,,,90,107,
2659,"Salem College of Engineering and Technology, NH-68 Salem-Attur Main Road, Mettupatty Perumapalayam, Salem-636111.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,120,***,,***,,,93.5,,82
2659,"Salem College of Engineering and Technology, NH-68 Salem-Attur Main Road, Mettupatty Perumapalayam, Salem-636111.",IT,INFORMATION TECHNOLOGY,109,***,,***,,,***,105.5,
2659,"Salem College of Engineering and Technology, NH-68 Salem-Attur Main Road, Mettupatty Perumapalayam, Salem-636111.",ME,MECHANICAL ENGINEERING,105.5,***,,***,,,***,104,
2673,"Sree Sakthi Engineering College (Autonomous), 899/1 & 898/2, Bettathapuram, Bilichi Village, Karamadai, Coimbatore-641104.",AD,Artificial Intelligence and Data Science,151,131.5,90.5,138.5,,,112.5,104.5,
2673,"Sree Sakthi Engineering College (Autonomous), 899/1 & 898/2, Bettathapuram, Bilichi Village, Karamadai, Coimbatore-641104.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),145.5,133,***,132.5,,,125.5,116,110.5
2673,"Sree Sakthi Engineering College (Autonomous), 899/1 & 898/2, Bettathapuram, Bilichi Village, Karamadai, Coimbatore-641104.",CE,CIVIL ENGINEERING,120,102,,115,,,100,104.5,
2673,"Sree Sakthi Engineering College (Autonomous), 899/1 & 898/2, Bettathapuram, Bilichi Village, Karamadai, Coimbatore-641104.",CS,COMPUTER SCIENCE AND ENGINEERING,151.5,144,131.5,132,,,112.5,117.5,106.5
2673,"Sree Sakthi Engineering College (Autonomous), 899/1 & 898/2, Bettathapuram, Bilichi Village, Karamadai, Coimbatore-641104.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,146.5,120.5,94,127.5,,,111,119,135.5
2673,"Sree Sakthi Engineering College (Autonomous), 899/1 & 898/2, Bettathapuram, Bilichi Village, Karamadai, Coimbatore-641104.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,129.5,112.5,,115.5,,,114,115.5,
2673,"Sree Sakthi Engineering College (Autonomous), 899/1 & 898/2, Bettathapuram, Bilichi Village, Karamadai, Coimbatore-641104.",IT,INFORMATION TECHNOLOGY,151,125,130.5,130,,,125,126,
2673,"Sree Sakthi Engineering College (Autonomous), 899/1 & 898/2, Bettathapuram, Bilichi Village, Karamadai, Coimbatore-641104.",ME,MECHANICAL ENGINEERING,114.5,103.5,,108.5,,,101.5,99,
2673,"Sree Sakthi Engineering College (Autonomous), 899/1 & 898/2, Bettathapuram, Bilichi Village, Karamadai, Coimbatore-641104.",SC,Computer Science and Engineering (Cyber Security),148.5,129,140.5,129.5,,,123.5,145,133.5
2683,"Shreenivasa Engineering College, B.Pallipatti, Bommidi, Pappireddipatti Taluk, Dharmapuri District-635301.",AD,Artificial Intelligence and Data Science,102,,,***,,,,,
2683,"Shreenivasa Engineering College, B.Pallipatti, Bommidi, Pappireddipatti Taluk, Dharmapuri District-635301.",AG,AGRICULTURAL ENGINEERING,***,,,,,,,,
2683,"Shreenivasa Engineering College, B.Pallipatti, Bommidi, Pappireddipatti Taluk, Dharmapuri District-635301.",BM,BIO MEDICAL ENGINEERING,***,,,,,,,,
2683,"Shreenivasa Engineering College, B.Pallipatti, Bommidi, Pappireddipatti Taluk, Dharmapuri District-635301.",CS,COMPUTER SCIENCE AND ENGINEERING,104,***,***,***,,,***,,
2683,"Shreenivasa Engineering College, B.Pallipatti, Bommidi, Pappireddipatti Taluk, Dharmapuri District-635301.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,99,***,,***,,,,,
2683,"Shreenivasa Engineering College, B.Pallipatti, Bommidi, Pappireddipatti Taluk, Dharmapuri District-635301.",IT,INFORMATION TECHNOLOGY,98,***,,***,,,***,,91.5
2683,"Shreenivasa Engineering College, B.Pallipatti, Bommidi, Pappireddipatti Taluk, Dharmapuri District-635301.",ME,MECHANICAL ENGINEERING,***,,,,,,,,
2702,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",AD,Artificial Intelligence and Data Science,183.5,181,173,175.5,,,132,134,***
2702,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",AG,AGRICULTURAL ENGINEERING,165.5,160,,147.5,,,***,,
2702,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",AL,Artificial Intelligence and Machine Learning,180.5,179,174,175,,,131.5,127.5,
2702,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",BT,BIO TECHNOLOGY,173,165.5,155.5,153,,,107.5,121,
2702,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,181,179,,175.5,,,135.5,132.5,104
2702,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",CS,COMPUTER SCIENCE AND ENGINEERING,187.5,184,181.5,182.5,,,142.5,115,112
2702,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,184,181.5,173.5,176,,,136,139.5,119
2702,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,179,176.5,167,167,,,128,132,125
2702,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,175.5,174,172,166,,,118,127,
2702,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",IT,INFORMATION TECHNOLOGY,184,182,174.5,176,,,135.5,111,134
2702,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",ME,MECHANICAL ENGINEERING,171,167.5,161.5,160,,,122,126.5,
2702,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",MZ,Mechatronics Engineering,173,170,146,165,,,113,,
2704,"Coimbatore Institute of Engineering and Technology (Autonomous), Vellimalaipattinam, Narasipuram Post, Thondamuthur Via, Coimbatore-641109.",AD,Artificial Intelligence and Data Science,171.5,160.5,159,156,,,134,123,
2704,"Coimbatore Institute of Engineering and Technology (Autonomous), Vellimalaipattinam, Narasipuram Post, Thondamuthur Via, Coimbatore-641109.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),158,153,154,149,,,115.5,138,
2704,"Coimbatore Institute of Engineering and Technology (Autonomous), Vellimalaipattinam, Narasipuram Post, Thondamuthur Via, Coimbatore-641109.",CE,CIVIL ENGINEERING,130,94,120,***,,,***,,
2704,"Coimbatore Institute of Engineering and Technology (Autonomous), Vellimalaipattinam, Narasipuram Post, Thondamuthur Via, Coimbatore-641109.",CS,COMPUTER SCIENCE AND ENGINEERING,170,161.5,154,158,,,125,151.5,
2704,"Coimbatore Institute of Engineering and Technology (Autonomous), Vellimalaipattinam, Narasipuram Post, Thondamuthur Via, Coimbatore-641109.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,171.5,163,148.5,158.5,,,144,103,
2704,"Coimbatore Institute of Engineering and Technology (Autonomous), Vellimalaipattinam, Narasipuram Post, Thondamuthur Via, Coimbatore-641109.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,155.5,149,,147,,,102,144,
2704,"Coimbatore Institute of Engineering and Technology (Autonomous), Vellimalaipattinam, Narasipuram Post, Thondamuthur Via, Coimbatore-641109.",EV,Electronics Engineering (VLSI Design and Technology),142.5,133,107,117,,,,,
2704,"Coimbatore Institute of Engineering and Technology (Autonomous), Vellimalaipattinam, Narasipuram Post, Thondamuthur Via, Coimbatore-641109.",IT,INFORMATION TECHNOLOGY,169,158,164.5,162.5,,,132,129.5,
2704,"Coimbatore Institute of Engineering and Technology (Autonomous), Vellimalaipattinam, Narasipuram Post, Thondamuthur Via, Coimbatore-641109.",ME,MECHANICAL ENGINEERING,135.5,91,***,113,,,,,
2704,"Coimbatore Institute of Engineering and Technology (Autonomous), Vellimalaipattinam, Narasipuram Post, Thondamuthur Via, Coimbatore-641109.",MZ,Mechatronics Engineering,144,121.5,,114,,,***,108,
2704,"Coimbatore Institute of Engineering and Technology (Autonomous), Vellimalaipattinam, Narasipuram Post, Thondamuthur Via, Coimbatore-641109.",SC,Computer Science and Engineering (Cyber Security),158,153.5,140.5,148.5,,,112,122.5,
2705,"CSI College of Engineering, Ketti Valley, The Nilgiris-643215.",AD,Artificial Intelligence and Data Science,131.5,99.5,***,***,,,***,,
2705,"CSI College of Engineering, Ketti Valley, The Nilgiris-643215.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),93.5,,92,,,,***,,
2705,"CSI College of Engineering, Ketti Valley, The Nilgiris-643215.",CE,CIVIL ENGINEERING,***,,,,,,,,
2705,"CSI College of Engineering, Ketti Valley, The Nilgiris-643215.",CS,COMPUTER SCIENCE AND ENGINEERING,116,***,***,***,,,***,,
